,household_key,coef,ascending
1285,858,[ 0.         -0.23157044  0.0002604 ],1
1286,818,[ 0.00000000e+00  9.56424195e-02 -4.92011952e-05],1
1287,173,[ 0.         -0.8106683   0.00197406],1
1288,517,[ 0.          0.1118701  -0.00014582],1
1289,325,[ 0.         -0.06833755  0.00010526],1
1290,1963,[ 0.         -0.16522562  0.00024406],1
1291,1415,[ 0.00000000e+00 -9.03193200e-03  3.74385706e-06],1
1292,763,[ 0.          0.74400085 -0.0009989 ],1
1293,1632,[ 0.          0.12408346 -0.00016692],1
1294,2189,[ 0.00000000e+00  3.16743728e-02 -3.13663203e-05],1
1295,41,[0.00000000e+00 3.70651894e-02 3.82268445e-06],1
1296,1187,[ 0.00000000e+00 -1.61761353e-02  3.13185205e-05],1
1297,1637,[ 0.00000000e+00 -5.82098986e-02  8.76547732e-05],1
1298,984,[ 0.00000000e+00 -3.60427472e-02  1.64070660e-05],1
1299,825,[0.00000000e+00 3.38505011e-02 1.68372157e-06],1
1300,2291,[ 0.00000000e+00  2.19565029e-02 -1.97337106e-05],1
1301,1986,[ 0.          0.06439438 -0.00014879],1
1302,1120,[ 0.00000000e+00  1.02982237e-02 -3.37342236e-05],1
1303,1719,[ 0.00000000e+00 -8.85966014e-02  8.20114438e-05],1
1304,199,[ 0.         -0.14468587  0.00024705],1
1305,1903,[ 0.         -0.37869317  0.00040503],1
1306,703,[ 0.         -0.17559611  0.00020864],1
1307,782,[ 0.          0.15575542 -0.00025158],1
1308,1113,[ 0.00000000e+00 -5.23339145e-02  4.41661489e-05],1
1309,1062,[ 0.00000000e+00 -6.43082043e-02  6.25704031e-05],1
1310,138,[ 0.          0.16927867 -0.00029552],1
1311,1822,[ 0.         -0.08806552  0.00011529],1
1312,160,[ 0.         -0.12905374  0.00017676],1
1313,1796,[ 0.00000000e+00  1.73202216e-03 -1.60912513e-05],1
1314,2137,[ 0.          0.09089735 -0.00011621],1
1315,2107,[ 0.00000000e+00  7.40541569e-02 -7.29360609e-05],1
1316,1773,[ 0.         -0.08379978  0.0001031 ],1
1317,1997,[ 0.          0.19742784 -0.00021705],1
1318,1781,[ 0.00000000e+00 -1.88308983e-02  1.75496847e-05],1
1319,1790,[ 0.          0.17043042 -0.00020036],1
1320,2015,[ 0.         -0.15442527  0.00020531],1
1321,2431,[ 0.00000000e+00  2.46262571e-02 -5.94595092e-05],1
1322,1045,[ 0.00000000e+00 -5.11485286e-02  9.00253228e-05],1
1323,2298,[ 0.         -0.09185816  0.00011093],1
1324,1392,[ 0.00000000e+00 -1.77941028e-02  3.22559456e-05],1
1325,819,[ 0.00000000e+00 -5.16336927e-02  5.30338829e-05],1
1326,2033,[ 0.00000000e+00 -6.66169750e-02  7.98811846e-05],1
1327,12,[ 0.         -0.07788493  0.00038259],1
1328,2181,[ 0.         -0.44153403  0.00073347],1
1329,21,[ 0.00000000e+00  8.32699262e-02 -5.26889377e-05],1
1330,445,[ 0.          0.07025733 -0.0001154 ],1
1331,2376,[ 0.         -0.11983382  0.00016768],1
1332,1875,[ 0.00000000e+00 -7.31760556e-03 -7.17315749e-06],1
1333,2275,[ 0.         -0.08190788  0.00014397],1
1334,1742,[ 0.00000000e+00  9.32742830e-03 -7.51529512e-06],1
1335,1374,[ 0.         -0.07876859  0.0001021 ],1
1336,726,[0.00000000e+00 2.30949131e-02 6.34716016e-06],1
1337,482,[ 0.         -0.24371     0.00035447],1
1338,1321,[ 0.         -0.20066339  0.00021719],1
1339,1333,[ 0.         -0.06634389  0.00014769],1
1340,1862,[ 0.00000000e+00 -3.58659665e-02  8.06954755e-05],1
1341,53,[ 0.         -0.07894354  0.00010861],1
1342,1909,[ 0.00000000e+00  1.36191019e-02 -6.74738948e-05],1
1343,179,[ 0.         -0.05212978  0.000114  ],1
1344,742,[ 0.00000000e+00 -6.21115093e-03  2.54115656e-05],1
1345,1976,[ 0.00000000e+00 -4.73456628e-02  8.45710308e-05],1
1346,232,[ 0.          0.17570531 -0.00022797],1
1347,1953,[ 0.          0.2821374  -0.00036583],1
1348,2101,[ 0.00000000e+00 -6.36382226e-02  9.15002292e-05],1
1349,1593,[ 0.00000000e+00 -7.50428382e-03 -1.97748476e-05],1
1350,19,[ 0.00000000e+00  5.49264769e-02 -6.19814751e-05],1
1351,1744,[ 0.         -0.40438691  0.00043811],1
1352,1002,[ 0.         -0.20457649  0.00028398],1
1353,1007,[ 0.         -0.10796161  0.00012033],1
1354,1611,[ 0.00000000e+00 -1.02186134e-02  4.22249897e-05],1
1355,892,[ 0.00000000e+00 -3.96371372e-03 -2.01018526e-06],1
1356,779,[ 0.         -0.42042516  0.00046643],1
1357,1988,[ 0.         -0.04995881  0.00015451],1
1358,1602,[ 0.00000000e+00 -4.74624843e-03 -3.58277830e-05],1
1359,1366,[ 0.00000000e+00 -1.25075443e-02  5.10873004e-05],1
1360,2303,[ 0.00000000e+00 -4.40898690e-02  2.92759808e-05],1
1361,1417,[ 0.          0.77466321 -0.00093126],1
1362,1698,[ 0.          0.12461305 -0.0001319 ],1
1363,1282,[ 0.         -0.10563676  0.00017608],1
1364,1792,[ 0.          0.14808783 -0.00021012],1
1365,859,[ 0.00000000e+00  4.17192621e-02 -1.82855622e-05],1
1366,2156,[ 0.00000000e+00  1.32406786e-01 -1.27514982e-04],1
1367,1643,[ 0.          0.13316967 -0.00017551],1
1368,72,[ 0.00000000e+00  3.44686901e-01 -3.25994134e-04],1
1369,1640,[ 0.          0.13198353 -0.00018734],1
1370,434,[ 0.00000000e+00  8.56187655e-03 -3.23498863e-05],1
1371,830,[ 0.00000000e+00  1.15014919e-02 -7.05544094e-06],1
1372,1869,[ 0.00000000e+00 -7.18099723e-03  3.03963954e-05],1
1373,1755,[ 0.         -0.42360125  0.00059661],1
1374,247,[0.00000000e+00 1.15959792e-02 1.91583493e-05],1
1375,2109,[ 0.00000000e+00  1.78668575e-02 -1.67007073e-05],1
1376,1577,[ 0.          0.23942355 -0.00037242],1
1377,135,[ 0.00000000e+00 -2.66663463e-02  3.65207099e-05],1
1378,652,[ 0.00000000e+00 -6.47868052e-02  7.24404027e-05],1
1379,651,[0.00000000e+00 6.12614932e-02 7.15907419e-06],1
1380,242,[ 0.00000000e+00  9.49149836e-02 -9.53646483e-05],1
1381,1896,[ 0.00000000e+00  1.37979983e-01 -1.32275283e-04],1
1382,1155,[ 0.         -0.68041176  0.00080918],1
1383,1797,[ 0.00000000e+00 -5.32558397e-02  8.14756120e-05],1
1384,2446,[ 0.00000000e+00  3.56655278e-02 -8.27411006e-05],1
1385,1024,[ 0.         -0.14978776  0.00020388],1
1386,276,[ 0.          0.15194867 -0.00020269],1
1387,724,[ 0.00000000e+00 -3.94207606e-02  2.04849980e-06],1
1388,2266,[ 0.00000000e+00 -7.10139389e-02  4.77105157e-05],1
1389,2423,[ 0.00000000e+00  1.24069022e-01 -1.02297950e-04],1
1390,383,[ 0.00000000e+00  6.84258867e-03 -4.16903350e-05],1
1391,2363,[ 0.00000000e+00 -1.88880155e-02  2.73743176e-05],1
1392,392,[ 0.         -0.50179658  0.00060965],1
1393,810,[ 0.00000000e+00  6.27729282e-02 -8.04833978e-05],1
1394,915,[ 0.00000000e+00 -8.00467163e-03  1.17462971e-06],1
1395,1526,[ 0.00000000e+00 -5.92049667e-03 -3.66338502e-06],1
1396,40,[0.00000000e+00 1.18668666e-02 7.59108729e-06],1
1397,1354,[ 0.         -0.08326194  0.00012654],1
1398,1403,[0.00000000e+00 3.96282580e-03 2.48124113e-05],1
1399,2115,[0.00000000e+00 1.05896684e-02 2.54382925e-05],1
1400,1041,[ 0.00000000e+00  2.57167867e-02 -3.81063695e-05],1
1401,1962,[ 0.00000000e+00 -3.24574964e-02  4.97346929e-05],1
1402,1700,[0.00000000e+00 8.73621550e-02 9.83912142e-05],1
1403,2468,[ 0.          0.30375244 -0.00042881],1
1404,1876,[ 0.          0.12850596 -0.00021929],1
1405,139,[ 0.         -0.14101763  0.00018106],1
1406,493,[ 0.00000000e+00 -6.43283496e-02  4.41180327e-05],1
1407,1867,[ 0.          0.18268494 -0.00019595],1
1408,1743,[ 0.00000000e+00 -2.63350388e-02 -5.92235476e-05],1
1409,1494,[ 0.          0.19316999 -0.0002267 ],1
1410,1511,[ 0.00000000e+00  3.16613665e-02 -7.64412590e-07],1
1411,1363,[ 0.         -0.08983692  0.00013392],1
1412,1517,[ 0.         -0.06788174  0.00010912],1
1413,1706,[ 0.00000000e+00 -3.65456795e-02  1.91480769e-05],1
1414,1837,[ 0.00000000e+00 -2.38991437e-01  2.33970239e-04],1
1415,2144,[ 0.          0.2266186  -0.00033125],1
1416,2379,[ 0.         -0.1098522   0.00018819],1
1417,1207,[ 0.00000000e+00  7.80793972e-03 -9.39397140e-07],1
1418,860,[ 0.00000000e+00  2.44503346e-02 -3.02864135e-05],1
1419,2339,[ 0.          0.15314379 -0.000278  ],1
1420,1285,[ 0.         -0.20287992  0.00029916],1
1421,1430,[ 0.          0.27980439 -0.00032493],1
1422,2190,[ 0.00000000e+00  2.37491095e-02 -2.46628338e-05],1
1423,1406,[ 0.00000000e+00 -9.02072912e-02  7.73143497e-05],1
1424,2140,[ 0.00000000e+00  1.56785418e-01 -1.56628155e-04],1
1425,1596,[ 0.          0.06371259 -0.00011173],1
1426,2153,[ 0.         -0.06357867  0.00013117],1
1427,285,[ 0.00000000e+00 -4.36698611e-02  2.90127158e-05],1
1428,461,[ 0.          0.09429664 -0.00012201],1
1429,692,[ 0.00000000e+00 -4.59159845e-02  7.12074247e-05],1
1430,369,[ 0.          0.06351689 -0.00012771],1
1431,809,[0.00000000e+00 1.51360403e-02 1.46461596e-05],1
1432,929,[ 0.00000000e+00  7.95955205e-02 -8.75211258e-05],1
1433,1169,[ 0.00000000e+00  2.24272495e-02 -3.13383508e-05],1
1434,234,[ 0.00000000e+00  5.49206928e-02 -8.68315795e-05],1
1435,465,[ 0.00000000e+00 -7.88270159e-02  9.97936203e-05],1
1436,1086,[ 0.00000000e+00  4.63761422e-02 -7.67022279e-05],1
1437,705,[ 0.00000000e+00  5.87739170e-03 -3.71886111e-05],1
1438,1989,[ 0.00000000e+00 -3.97376658e-02  5.52675817e-05],1
1439,457,[ 0.         -0.08877899  0.0001102 ],1
1440,671,[ 0.00000000e+00  1.97534432e-02 -9.53418341e-05],1
1441,716,[ 0.00000000e+00 -6.33853475e-02  7.06575702e-05],1
1442,1495,[ 0.00000000e+00  2.51992312e-02 -2.11712780e-05],1
1443,1166,[ 0.00000000e+00  2.99112562e-02 -2.74111333e-05],1
1444,2270,[ 0.00000000e+00  1.12038678e-02 -2.47594220e-05],1
1445,274,[ 0.0000000e+00  3.6668796e-02 -1.7890978e-05],1
1446,891,[ 0.00000000e+00 -5.20968998e-02  7.63009054e-05],1
1447,2083,[ 0.         -0.08491065  0.00010758],1
1448,453,[ 0.          0.12844358 -0.00022075],1
1449,370,[ 0.00000000e+00  2.91120695e-02 -5.58766286e-05],1
1450,2086,[ 0.00000000e+00 -7.33296180e-03  3.73587323e-05],1
1451,723,[ 0.         -0.09588044  0.00024979],1
1452,279,[ 0.          0.25155735 -0.00026809],1
1453,30,[ 0.         -0.37351446  0.00042104],1
1454,804,[ 0.00000000e+00 -1.23629487e-01  8.75711386e-05],1
1455,1324,[ 0.         -0.57221623  0.00100534],1
1456,702,[ 0.         -0.04139805  0.00011313],1
1457,1884,[ 0.          0.1106304  -0.00011089],1
1458,442,[ 0.00000000e+00 -9.19022761e-02  6.58290658e-05],1
1459,1296,[ 0.00000000e+00  9.44867012e-03 -1.66274161e-07],1
1460,657,[ 0.00000000e+00 -3.82697773e-02  4.20060460e-05],1
1461,522,[ 0.00000000e+00 -1.29797412e-08 -8.38491283e-06],1
1462,153,[ 0.00000000e+00  7.96305472e-02 -9.29923866e-05],1
1463,1763,[ 0.00000000e+00  4.44956293e-02 -2.32129113e-05],1
1464,559,[ 0.00000000e+00 -8.09983960e-04 -2.55560128e-05],1
1465,1504,[ 0.         -3.58012111  0.01184429],1
1466,1101,[ 0.00000000e+00  1.56925522e-02 -4.41928962e-05],1
1467,1608,[ 0.         -0.06046523  0.00012029],1
1468,61,[ 0.00000000e+00 -2.99116579e-02  3.98823116e-06],1
1469,1219,[ 0.00000000e+00 -6.63554782e-03  5.45135480e-06],1
1470,1033,[ 0.00000000e+00  1.95141665e-02 -5.85479958e-05],1
1471,1174,[ 0.         -0.11759777  0.0001831 ],1
1472,2497,[ 0.00000000e+00  6.77852286e-02 -5.04322920e-05],1
1473,1008,[ 0.00000000e+00  3.36585663e-02 -1.21293300e-05],1
1474,2456,[ 0.00000000e+00  1.05412776e-02 -1.17487696e-05],1
1475,1969,[ 0.00000000e+00 -1.46801613e-02  2.82095462e-05],1
1476,565,[ 0.         -0.33196651  0.00036863],1
1477,1147,[ 0.          0.38576237 -0.00053299],1
1478,1912,[ 0.00000000e+00 -2.04396070e-02  3.39168059e-05],1
1479,337,[ 0.00000000e+00  5.26451304e-03 -7.43994158e-06],1
1480,840,[ 0.         -0.26195999  0.00027495],1
1481,423,[ 0.          0.24884001 -0.00035611],1
1482,2442,[ 0.00000000e+00 -5.46191404e-02  5.54849924e-05],1
1483,2209,[ 0.         -0.23094144  0.00027684],1
1484,1204,[ 0.00000000e+00  1.83972008e-02 -7.76608353e-06],1
1485,1093,[ 0.         -0.28130832  0.00034938],1
1486,159,[ 0.          0.10842563 -0.00014023],1
1487,435,[ 0.         -0.25024126  0.00041368],1
1488,844,[ 0.00000000e+00 -5.13197405e-02  4.51150106e-05],1
1489,266,[ 0.         -0.06220341  0.00019198],1
1490,2178,[ 0.          0.10726299 -0.0002004 ],1
1491,1589,[ 0.00000000e+00 -2.18002112e-02 -1.78579980e-05],1
1492,189,[ 0.          0.14527527 -0.00021055],1
1494,197,[ 0.00000000e+00  1.63501618e-01 -1.62908035e-04],1
1495,2288,[ 0.          0.10024547 -0.00012957],1
1496,460,[ 0.00000000e+00 -1.26983919e-02  2.12918828e-05],1
1497,2500,[ 0.00000000e+00  5.56093262e-02 -7.41058389e-05],1
1498,1325,[ 0.00000000e+00 -2.50819641e-01  1.98403068e-04],1
1499,329,[ 0.         -0.0766271   0.00011978],1
1500,1395,[ 0.         -0.32773196  0.00035433],1
1501,310,[ 0.00000000e+00 -2.19458255e-02  4.68570441e-05],1
1502,1981,[ 0.         -0.09889863  0.00012176],1
1503,2380,[ 0.00000000e+00  6.83520482e-02 -1.91643636e-05],1
1504,1960,[ 0.00000000e+00  7.79238004e-02 -6.92608096e-05],1
1505,297,[ 0.         -0.13950701  0.00029589],1
1506,2368,[ 0.00000000e+00  4.26283836e-02 -3.71759177e-05],1
1507,1498,[ 0.00000000e+00 -4.88768628e-02  8.25795522e-05],1
1508,1401,[ 0.00000000e+00 -4.72354659e-02  6.83451703e-05],1
1509,249,[0.00000000e+00 8.41558094e-03 6.26657528e-06],1
1510,2470,[ 0.         -0.07539226  0.00011943],1
1511,2068,[ 0.00000000e+00 -6.33698690e-02  8.00645452e-05],1
1512,1267,[ 0.00000000e+00  3.65278370e-02 -4.55336409e-05],1
1513,272,[ 0.          0.36975483 -0.00080776],1
1514,213,[ 0.          0.78475364 -0.00098339],1
1515,2133,[ 0.00000000e+00 -1.11175714e-01  1.09827792e-04],1
1516,408,[ 0.         -0.2276554   0.00033184],1
1517,1639,[ 0.00000000e+00 -1.63602758e-02  6.39987729e-05],1
1518,1379,[ 0.00000000e+00  9.32890754e-02 -6.71047353e-05],1
1519,1983,[ 0.         -0.60057645  0.00067807],1
1520,419,[ 0.00000000e+00 -3.73803671e-02 -4.13199313e-05],1
1521,2219,[ 0.00000000e+00 -1.77654925e-01  1.47533243e-04],1
1522,390,[ 0.00000000e+00 -1.89197329e-03 -2.13762311e-06],1
1523,937,[ 0.         -0.0546068   0.00011493],1
1524,228,[ 0.          0.41431704 -0.00055683],1
1525,1358,[ 0.00000000e+00  3.28140830e-03 -5.53633787e-05],1
1526,1158,[ 0.          0.09846534 -0.00013444],1
1527,879,[ 0.00000000e+00 -5.81265254e-02  1.14602740e-05],1
1528,198,[ 0.         -0.04739639  0.00013129],1
1529,421,[ 0.00000000e+00  3.32145943e-02 -3.90465597e-05],1
1530,1765,[ 0.          0.20761886 -0.00041011],1
1531,1826,[ 0.         -0.10394531  0.00010526],1
1532,1268,[ 0.          0.08750447 -0.00014311],1
1533,981,[ 0.00000000e+00  1.33052279e-01 -1.27495221e-04],1
1534,1701,[ 0.          0.30282792 -0.00031392],1
1535,2217,[ 0.00000000e+00 -1.05837164e-01  9.48018972e-05],1
1536,1952,[ 0.         -0.15898078  0.00023521],1
1537,1949,[ 0.00000000e+00  5.45684411e-02 -7.23449152e-05],1
1538,1030,[ 0.         -0.38236402  0.00055051],1
1539,44,[ 0.00000000e+00  8.54813683e-02 -9.33868208e-05],1
1540,473,[ 0.          0.09209241 -0.00013988],1
1541,1688,[ 0.         -0.11029988  0.00020107],1
1542,741,[ 0.00000000e+00 -3.44710810e-02  6.00557244e-05],1
1543,2249,[ 0.         -2.80661115  0.00856751],1
1544,20,[ 0.00000000e+00  4.32865204e-02 -4.29842319e-05],1
1545,2455,[ 0.          0.33325014 -0.00040967],1
1546,58,[0.00000000e+00 4.41989168e-03 1.38061555e-05],1
1547,2155,[ 0.         -0.21159914  0.00027247],1
1548,82,[ 0.00000000e+00 -1.91371234e-02  8.26736124e-06],1
1549,295,[ 0.          0.17900513 -0.0002011 ],1
1550,1244,[ 0.00000000e+00 -1.36029586e-01  1.23364513e-04],1
1551,1991,[ 0.00000000e+00 -5.97422512e-03  9.15894574e-06],1
1552,1664,[ 0.          0.09893004 -0.00016811],1
1553,1250,[ 0.          0.28085929 -0.00032978],1
1554,1311,[ 0.00000000e+00 -1.82306982e-02  9.28256210e-05],1
1555,355,[ 0.         -0.44851342  0.00130523],1
1556,2290,[ 0.         -0.09726841  0.00010093],1
1557,873,[ 0.00000000e+00  1.21878113e-01 -6.34020392e-05],1
1558,694,[ 0.00000000e+00 -3.03111730e-02  2.77989008e-05],1
1559,566,[ 0.00000000e+00  1.49705717e-02 -1.68909672e-05],1
1560,290,[ 0.00000000e+00 -4.28756617e-02  4.27053380e-05],1
1561,1890,[ 0.00000000e+00 -3.56491439e-01  3.10006595e-04],1
1562,2285,[ 0.00000000e+00  1.24226280e-01 -1.21092896e-04],1
1563,1491,[0.00000000e+00 1.19703396e-02 4.53968105e-06],1
1564,1510,[ 0.00000000e+00 -4.21698301e-02  7.98181351e-05],1
1565,1038,[ 0.00000000e+00  2.17623333e-02 -3.55440378e-05],1
1566,777,[ 0.         -0.18981269  0.00022283],1
1567,611,[ 0.00000000e+00 -3.02621642e-02  7.99796645e-05],1
1568,774,[ 0.         -0.53057352  0.0008    ],1
1569,2245,[ 0.00000000e+00 -3.85496187e-02  6.65742317e-05],1
1570,523,[ 0.00000000e+00 -3.90133398e-03  3.81879406e-05],1
1571,2393,[ 0.          0.09012634 -0.00010769],1
1572,845,[ 0.00000000e+00 -5.43859728e-02  7.75268290e-05],1
1573,2484,[ 0.          0.26477217 -0.00028128],1
1574,123,[ 0.00000000e+00 -3.94679785e-03 -1.52211178e-05],1
1575,1445,[ 0.00000000e+00  9.76822423e-02 -9.12410123e-05],1
1576,2419,[ 0.         -0.22049722  0.00027513],1
1577,1774,[ 0.         -0.41010606  0.00063669],1
1578,1535,[ 0.         -0.21944583  0.00024344],1
1579,914,[ 0.          0.07831188 -0.00011476],1
1580,366,[ 0.00000000e+00 -3.21686463e-02  1.57269752e-05],1
1581,2304,[ 0.00000000e+00  2.81056973e-02 -3.28116573e-05],1
1582,516,[ 0.          0.09395983 -0.00015595],1
1583,1079,[ 0.         -0.13921776  0.00016972],1
1584,1326,[ 0.00000000e+00  1.97700625e-01 -1.85672534e-04],1
1585,1720,[ 0.         -0.0424535   0.00012538],1
1586,1682,[ 0.         -0.43111398  0.00061914],1
1587,1203,[ 0.00000000e+00 -1.57904399e-01  1.25498781e-04],1
1588,846,[ 0.         -0.08543572  0.00015144],1
1589,1524,[0.00000000e+00 2.38475596e-02 4.58560738e-06],1
1590,330,[ 0.00000000e+00  4.13778626e-02 -3.45262792e-05],1
1591,1004,[ 0.          0.07167831 -0.00010765],1
1592,1523,[ 0.         -0.18214709  0.00020732],1
1593,406,[ 0.         -0.16377036  0.00018431],1
1594,1129,[ 0.         -0.40210759  0.00044778],1
1595,1927,[ 0.00000000e+00 -6.68191633e-02  5.74193856e-06],1
1596,1306,[ 0.00000000e+00 -1.17637552e-01  1.11055620e-04],1
1597,589,[ 0.         -0.04209127  0.00011331],1
1598,666,[ 0.00000000e+00  3.33762376e-02 -1.97305408e-05],1
1599,2434,[ 0.          0.24457922 -0.00033385],1
1600,412,[ 0.00000000e+00 -2.56632501e-02  5.65348241e-05],1
1601,1092,[0.00000000e+00 1.50993505e-02 3.03622248e-05],1
1602,911,[ 0.00000000e+00  2.36932997e-01 -1.92672382e-04],1
1603,354,[ 0.         -0.09686149  0.00014386],1
1604,950,[ 0.          0.14020894 -0.00021236],1
1605,1871,[ 0.         -0.24241038  0.00033173],1
1606,1737,[ 0.00000000e+00 -2.16367425e-02  5.08831081e-05],1
1607,1443,[ 0.00000000e+00 -2.53326442e-02  3.90637532e-05],1
1608,939,[ 0.         -0.13789677  0.00024512],1
1609,2415,[ 0.00000000e+00 -1.10064933e-02 -3.51151870e-06],1
1610,1778,[ 0.00000000e+00 -5.82472661e-02  9.79043257e-05],1
1611,1725,[ 0.          0.11936759 -0.00024794],1
1612,510,[ 0.00000000e+00 -3.32444177e-02  4.37550128e-05],1
1613,942,[ 0.00000000e+00 -2.18296848e-02 -1.23260223e-05],1
1614,1212,[ 0.          0.24509971 -0.00032209],1
1615,1348,[ 0.00000000e+00 -5.27058795e-02  9.04794797e-05],1
1616,1990,[ 0.00000000e+00  4.15386501e-02 -4.28641369e-05],1
1617,1583,[ 0.00000000e+00  2.54968916e-02 -2.90754440e-05],1
1618,108,[ 0.          0.25911484 -0.00037612],1
1619,1063,[ 0.         -0.19700527  0.00030178],1
1620,767,[ 0.          0.23960341 -0.00025494],1
1621,849,[ 0.00000000e+00  1.27798015e-01 -9.01872695e-05],1
1622,880,[ 0.         -0.28271311  0.00029228],1
1623,1165,[ 0.         -0.10736234  0.0001229 ],1
1624,1834,[ 0.00000000e+00 -5.29976221e-02  4.62814619e-05],1
1625,1474,[ 0.00000000e+00  4.54995402e-02 -5.22437342e-05],1
1626,1068,[ 0.00000000e+00  1.50648921e-01 -1.19203497e-04],1
1627,2128,[ 0.         -0.27835967  0.00029829],1
1628,2281,[ 0.         -0.13714052  0.00024988],1
1629,990,[ 0.         -0.30145431  0.00040476],1
1630,5,[ 0.00000000e+00 -3.58640377e-02  8.67497907e-06],1
1631,63,[ 0.00000000e+00 -6.65158714e-02  8.56060177e-05],1
1632,150,[ 0.00000000e+00 -2.69715886e-01  1.35006179e-04],1
1633,2349,[ 0.00000000e+00  1.97994318e-02 -7.38492768e-06],1
1634,1020,[ 0.00000000e+00 -1.97243120e-02  2.68470408e-05],1
1635,1597,[ 0.         -0.23420098  0.00034811],1
1636,356,[ 0.00000000e+00  5.90633295e-02 -5.77378975e-05],1
1637,2267,[ 0.00000000e+00 -4.54251694e-02  9.45390629e-05],1
1638,87,[ 0.00000000e+00  6.96459033e-02 -6.72962153e-05],1
1639,731,[ 0.00000000e+00  5.61524681e-02 -4.51918040e-05],1
1640,1662,[ 0.00000000e+00  3.56285425e-02 -5.79307063e-05],1
1641,391,[ 0.          0.16350568 -0.00032117],1
1642,2347,[ 0.          0.13517358 -0.00013702],1
1643,2091,[ 0.00000000e+00  7.10263246e-02 -9.30991443e-05],1
1644,2447,[ 0.          0.17747476 -0.0002725 ],1
1645,2454,[0.00000000e+00 6.24257139e-03 7.49714420e-06],1
1646,762,[ 0.00000000e+00  4.23778403e-02 -3.07511183e-05],1
1647,99,[ 0.         -0.20936104  0.00024532],1
1648,627,[ 0.         -0.08803833  0.00018391],1
1649,2407,[ 0.00000000e+00 -3.25984917e-02  4.97910849e-05],1
1650,69,[ 0.00000000e+00 -3.31922666e-01  2.50341652e-04],1
1651,645,[ 0.         -0.10089153  0.00017514],1
1652,1766,[ 0.00000000e+00  3.71350480e-02 -1.80382442e-05],1
1653,750,[ 0.         -0.10239278  0.0001096 ],1
1654,1091,[ 0.          0.23594767 -0.00032494],1
1655,352,[ 0.          0.29213515 -0.00036387],1
1656,1533,[ 0.00000000e+00 -5.12725511e-02  7.24044564e-05],1
1657,2077,[ 0.         -0.05956137  0.00011164],1
1658,668,[ 0.00000000e+00 -1.80283246e-02  1.97229611e-05],1
1659,1552,[ 0.         -0.24382308  0.00035965],1
1660,1480,[ 0.00000000e+00  3.61107972e-02 -3.83825035e-05],1
1661,2239,[ 0.          0.23090736 -0.00026843],1
1662,1010,[ 0.00000000e+00  1.27270039e-02 -5.95458340e-06],1
1663,2460,[ 0.          0.45539395 -0.00046612],1
1664,1610,[ 0.         -0.36862276  0.00077934],1
1665,643,[ 0.00000000e+00 -4.86861165e-02  6.46093867e-05],1
1666,765,[ 0.         -0.06107517  0.00016119],1
1667,749,[ 0.00000000e+00 -1.09606209e-01  9.13848704e-05],1
1668,584,[ 0.         -0.31259886  0.00042739],1
1669,1948,[ 0.         -0.11758304  0.00013177],1
1670,1521,[ 0.         -0.2928358   0.00038797],1
1671,1061,[ 0.00000000e+00  2.92754708e-01 -2.68584991e-04],1
1672,1472,[ 0.        -7.8775343  0.0162752],1
1673,346,[ 0.00000000e+00  1.77628175e-01 -1.01435713e-04],1
1674,1561,[ 0.         -0.95583366  0.00137874],1
1675,1231,[ 0.         -0.22002936  0.00029531],1
1676,1918,[ 0.          0.08581299 -0.00011809],1
1677,548,[ 0.          0.17867397 -0.00028088],1
1678,37,[ 0.          0.08060371 -0.00010493],1
1679,2467,[ 0.00000000e+00  9.44809508e-02 -9.63979685e-05],1
1680,1383,[ 0.         -0.09149638  0.00014338],1
1681,88,[ 0.          0.14949844 -0.0002233 ],1
1682,94,[ 0.         -0.12714281  0.00014279],1
1683,1134,[ 0.         -0.27367029  0.00030465],1
1684,1587,[ 0.00000000e+00  5.08090066e-02 -5.87187514e-05],1
1685,489,[ 0.00000000e+00 -3.54777872e-02 -3.01455383e-05],1
1686,2418,[ 0.00000000e+00  1.45572336e-02 -2.73006747e-05],1
1687,1344,[ 0.         -0.01494517  0.00017137],1
1688,1183,[ 0.         -0.26547767  0.0005001 ],1
1689,574,[ 0.          0.10050307 -0.00011862],1
1690,1750,[ 0.         -0.12669242  0.00019332],1
1691,1464,[ 0.00000000e+00  1.82942994e-02 -1.08285760e-05],1
1692,320,[ 0.          0.12457557 -0.00014548],1
1693,1829,[ 0.00000000e+00  5.55475345e-02 -7.15358140e-05],1
1694,1699,[ 0.00000000e+00  1.36768278e-02 -5.05922073e-05],1
1695,1194,[ 0.00000000e+00 -1.65754275e-03  1.82913398e-05],1
1696,2475,[ 0.          0.0929811  -0.00010267],1
1697,2440,[ 0.00000000e+00  5.22817619e-02 -2.18554722e-05],1
1698,78,[ 0.00000000e+00 -1.06396497e-02  2.65046960e-05],1
1699,1141,[ 0.         -0.07021537  0.00018287],1
1700,1641,[ 0.          0.0882049  -0.00010423],1
1701,2394,[ 0.00000000e+00  4.31028682e-02 -7.63042145e-05],1
1702,1149,[ 0.         -0.27172474  0.00027439],1
1703,612,[ 0.00000000e+00  3.57147454e-02 -2.53740965e-05],1
1704,725,[ 0.00000000e+00  1.26574283e-01 -1.23004183e-04],1
1705,36,[ 0.00000000e+00 -3.23484007e-02  6.12744224e-05],1
1706,95,[ 0.00000000e+00  7.45703881e-02 -7.09600199e-05],1
1707,839,[ 0.         -0.23381143  0.000261  ],1
